instance_id,pose_label,left_finger_state_0,left_finger_state_1,left_finger_state_2,left_finger_state_3,left_finger_state_4,right_finger_state_0,right_finger_state_1,right_finger_state_2,right_finger_state_3,right_finger_state_4,motion_x_start,motion_y_start,motion_x_mid,motion_y_mid,motion_x_end,motion_y_end,main_axis_x,main_axis_y,delta_x,delta_y
88,heheheheee,1,0,0,0,0,1,1,1,1,1,0.7901563346385956,0.7297110855579376,0.7768246928850809,0.8218722740809122,0.7400810420513153,0.7188163995742798,1,0,-0.05007529258728027,0.0
89,heheheheee,0,0,0,0,0,0,0,0,0,0,0.7445535361766815,0.6940559148788452,0.678658664226532,0.7260167996088663,0.7349230945110321,0.7956835925579071,0,1,0.0,0.10162767767906189
90,junthutsdafasdf,0,0,0,0,0,1,1,0,0,0,0.8403774797916412,0.8197096586227417,0.6561977863311768,0.890502393245697,0.7893079519271851,0.8602898716926575,1,0,-0.05106952786445618,0.0
91,junthutsdafasdf,1,0,0,0,0,0,1,0,0,0,0.7941250503063202,0.8176548480987549,0.798194428284963,0.9912515878677368,0.7581752240657806,0.7809288501739502,0,1,0.0,-0.03672599792480469
92,junthutsdafasdf,0,0,0,0,0,0,1,0,0,0,0.7359121441841125,0.7690278887748718,0.8094428380330404,0.9699607690175375,0.7471269071102142,0.7809311151504517,0,1,0.0,0.011903226375579834
93,le rung thudsafsadf,0,0,0,0,0,1,1,0,0,0,0.8465791642665863,0.8135434687137604,0.6881216367085775,0.9044305880864462,0.8612073659896851,0.9560106694698334,0,1,0.0,0.142467200756073
94,le rung thudsafsadf,1,0,0,0,0,1,1,0,0,0,0.8098888099193573,1.0230557918548584,0.7844964663187662,0.7895714441935221,0.701267272233963,0.8072268068790436,0,1,0.0,-0.21582898497581482
95,trunhthucleee,0,0,0,0,0,0,0,0,0,0,0.7796906530857086,0.7365494072437286,0.8147701223691305,0.7202438712120056,0.8114543855190277,1.0150331854820251,0,1,0.0,0.2784837782382965
96,trunhthucleee,0,0,0,0,0,1,1,1,1,1,0.8415334224700928,0.9288281202316284,0.8360239267349243,0.9340432087580363,0.8271320462226868,0.9399984180927277,1,0,-0.014401376247406006,0.0
97,quocdat,1,0,0,0,0,1,1,0,0,0,0.7929739952087402,0.9291974604129791,0.8568210403124491,0.9325672189394633,0.7677992284297943,0.9361990094184875,1,0,-0.025174766778945923,0.0
98,quocdat,0,0,0,0,0,0,1,0,0,0,0.7786957621574402,0.9828639626502991,0.7573668360710144,0.9436257481575012,0.7574213147163391,0.9420622885227203,0,1,0.0,-0.040801674127578735
99,quocdat,0,0,0,0,0,1,1,0,0,0,0.8223020136356354,1.0006740093231201,0.8197946747144064,0.9153311252593994,0.7564844489097595,0.9515633583068848,1,0,-0.06581756472587585,0.0
100,quocdat,0,0,0,0,0,1,1,0,0,0,0.783892959356308,0.966205358505249,0.7608400185902914,0.9405744473139445,0.7469006776809692,0.9430289268493652,1,0,-0.036992281675338745,0.0
101,quocdat,0,0,0,0,0,0,0,0,0,0,0.8234102427959442,0.9568354785442352,0.7772945960362753,0.94601837793986,0.7734232544898987,0.9400665462017059,1,0,-0.04998698830604553,0.0
102,quocdat,0,0,0,0,0,0,1,0,0,0,0.7739123702049255,0.9232079982757568,0.7934058507283529,0.9207100669542948,0.8627305328845978,0.8797467947006226,1,0,0.08881816267967224,0.0
103,quocdat,0,0,0,0,0,1,1,1,1,0,0.8441495597362518,0.8908057510852814,0.8414772748947144,0.89262455701828,0.8416157066822052,0.8894267380237579,1,0,-0.002533853054046631,0.0
104,quocdat,1,0,0,0,0,1,1,1,1,0,0.838164895772934,0.8976408541202545,0.8407454490661621,0.8923051953315735,0.8398680984973907,0.8887523710727692,0,1,0.0,-0.008888483047485352
105,next_slide,0,0,0,0,0,1,1,0,0,0,0.8797496855258942,0.8516962826251984,0.8581328193346659,0.8358381986618042,0.8543257415294647,0.8280624747276306,1,0,-0.025423943996429443,0.0
106,next_slide,1,0,0,0,0,1,0,0,0,0,0.8638989329338074,0.8506537079811096,0.6208936969439188,0.9057803352673849,0.863391101360321,0.9194641411304474,0,1,0.0,0.06881043314933777
107,next_slide,1,0,0,0,0,0,1,0,0,0,0.7847078740596771,0.9230718314647675,0.7250495354334513,0.9363237619400024,0.8297925591468811,0.9336338639259338,1,0,0.04508468508720398,0.0
108,next_slide,0,0,0,0,0,0,1,0,0,0,0.7190153002738953,0.9263257682323456,0.7332568764686584,0.9501538872718811,0.9325728118419647,0.9839950203895569,1,0,0.21355751156806946,0.0
109,test,0,0,0,0,0,1,1,1,1,1,0.7729754447937012,0.7793228030204773,0.7701663772265116,0.78120885292689,0.8228366672992706,0.8588688671588898,0,1,0.0,0.07954606413841248
110,test,0,0,0,0,0,0,0,0,0,1,0.764992892742157,0.7522095739841461,0.7656833728154501,0.7580597996711731,0.7788179516792297,0.7976708114147186,0,1,0.0,0.04546123743057251
111,zxSDFsd,0,0,0,0,0,1,1,1,1,1,0.8926780819892883,0.6801518499851227,0.8603612383206686,0.6610070864359537,0.86186882853508,0.6582365036010742,1,0,-0.030809253454208374,0.0
112,zxSDFsd,0,0,0,0,0,1,1,0,0,0,0.8668636083602905,0.6521483957767487,0.8574800690015157,0.6668234070142111,0.8547927737236023,0.6818340122699738,0,1,0.0,0.029685616493225098
113,zxSDFsd,0,0,0,0,0,1,1,0,0,0,0.8435321152210236,0.6947956681251526,0.844749927520752,0.6969106992085775,0.8461070656776428,0.6922281086444855,1,0,0.0025749504566192627,0.0
